,Open,High,Low,Close,Volume
2022-04-08,127.27374105512294,127.27374105512294,127.0165386843744,127.12345816485978,3534748
2022-04-11,127.022396600138,127.66462902388727,126.2978910225096,127.55641307886211,1933926
2022-04-12,129.13435407906294,129.95109096081887,127.46238618169018,128.73168193504682,3791553
2022-04-13,126.452232168035,126.452232168035,125.32005319587462,125.94046755551436,155632
2022-04-14,127.74980093854128,128.4716149372081,127.74980093854128,128.31914879843288,3281130
2022-04-15,129.18089531033516,129.71228897688724,128.21927121088737,129.34274113274273,1195619
2022-04-18,128.9342178972631,130.8229374233288,128.9342178972631,129.56630130046733,4466601
2022-04-19,130.3889869067182,131.1793538118606,129.45190664006338,130.3588768164892,2327251
2022-04-20,130.57099400046613,131.63665643117054,130.4017069080016,130.4609967087631,1476719
2022-04-21,130.33870718021754,130.54341702993935,129.93741530018485,130.18231578238994,2372122
2022-04-22,131.60146373499256,131.60146373499256,130.2102171006871,131.491463089556,4932432
2022-04-25,128.0004798719695,128.47379468930785,127.3925778445026,127.60007718462195,4563543
2022-04-26,128.97954956461203,129.33383583618556,127.61436012673505,128.40199749123136,2149390
2022-04-27,128.62069801412952,129.48840889617782,128.02963047702693,128.2224987733771,3011240
2022-04-28,128.43552736822983,128.91133432780555,126.76313724223209,127.83481317569782,2396596
2022-04-29,128.14464831996855,128.71687820248636,126.40254525663661,127.67897453008436,4983520
2022-05-02,127.92771718822536,128.7899057806678,126.50051221917397,127.58453085650427,1312005
2022-05-03,125.74696559475095,126.30737247761186,125.0818205030619,125.53142727497537,656432
2022-05-04,126.57038869069216,127.52201829098064,125.88645108154356,126.54469037346148,4275689
2022-05-05,128.1458878876997,128.44159103436004,128.1458878876997,128.269690116118,3800172
2022-05-06,128.83683169816396,128.84825475699665,128.39909842736589,128.57443728471844,171268
2022-05-09,126.21241525614172,127.43325352334384,125.85156240747969,126.29137903936339,2618548
2022-05-10,129.21376056979986,130.15223406928365,128.23213338931365,129.347579977179,4752651
2022-05-11,129.02118934048227,129.92767920951022,128.06634723707097,129.33386120778172,2513828
2022-05-12,130.53070127875566,130.66985034234597,130.25791117823513,130.35680418830847,731510
2022-05-13,129.16365028797142,130.52341526624437,128.75016776407855,129.36330018352658,3371032
2022-05-16,129.44226503867554,129.89486707124294,129.44226503867554,129.84180252321624,1465092
2022-05-17,128.24207665960935,129.06284660304638,127.52979636403452,128.41637638571473,292629
2022-05-18,128.16217327459958,128.16217327459958,126.8802955325087,127.99846274220992,4612274
2022-05-19,128.96252888357847,128.96252888357847,128.37384618892057,128.6431597734252,1915313
2022-05-20,127.8150865907328,128.13508802300217,127.07362681572883,127.6641176800441,3762607
2022-05-23,128.77431505844686,128.92370886699757,127.58486545034903,128.26739354861957,625142
2022-05-24,126.82470590178214,127.09076487149758,126.4419970428836,126.78335263783164,1948692
2022-05-25,125.85261739270238,126.22107586822443,124.9474030799931,126.0700916388912,3008603
2022-05-26,125.17818506642897,125.43939132306313,124.7087579672808,124.81724948011171,2731822
2022-05-27,123.59632845576324,124.41039386850852,123.59632845576324,124.05834617293733,3264994
2022-05-30,126.53767451213785,127.97014118971327,125.95239075705288,126.72002878249906,1262411
2022-05-31,125.91244157525246,126.57685150470681,125.91244157525246,126.34114059853964,949530
2022-06-01,124.3576258347422,125.5368571089449,124.3576258347422,124.88183764698184,4913655
2022-06-02,125.66506156941097,126.23045438461172,124.8845060542499,125.20741952888491,937349
2022-06-03,125.58456061860132,125.74385493060485,124.33284793844419,125.04763609424101,1471897
2022-06-06,123.78743147582618,124.5086273923179,123.57950397372511,123.87980066703841,662700
2022-06-07,121.8640303358478,122.83197993475794,121.8640303358478,122.12215926826418,2457586
2022-06-08,121.44092402121838,121.96376880917713,120.67989515212304,121.88652326105014,1679533
2022-06-09,120.73791052517619,121.85973692478683,120.11474003158885,121.03488091650038,3018629
2022-06-10,118.95673657925211,119.43181984640442,117.30491326908628,118.44796803576912,709056
2022-06-13,117.00613393739128,117.00613393739128,116.41802193655404,116.49548708711772,3731491
2022-06-14,116.6487756624025,116.6487756624025,116.11502330078518,116.30536394074579,904902
2022-06-15,116.72563007666982,117.14266506251207,116.11496423943358,116.53312060024767,4398282
2022-06-16,116.07279044538694,116.75350747823417,115.86555175286911,116.21580046174356,3763285
2022-06-17,117.79571708959956,119.1745116216877,117.65858442469828,118.11200604730166,2763409
2022-06-20,116.67941992216065,116.8976725217818,115.77941891676308,116.1684736575035,782433
2022-06-21,116.87231973356354,117.35487685177982,115.68869613008445,116.73215621653956,3964126
2022-06-22,116.08780565251026,116.08780565251026,115.14534043364507,115.80530290946007,3836047
2022-06-23,113.9077690304495,115.02489019934525,113.9077690304495,114.08793470185681,4247616
2022-06-24,114.69990540824291,115.36673537691306,114.27152709735773,115.10286046334815,3628179
2022-06-27,114.57655452978933,114.97539650452758,114.0668210187364,114.35476524142958,1793910
2022-06-28,114.39191584653061,115.0344681820773,113.42075535788699,114.50544637433924,851421
2022-06-29,115.831979708979,116.53337697853387,115.80418298805944,115.82515913728999,4373407
2022-06-30,120.24928027372273,120.59023663774758,119.56070991296845,119.74336529634482,2923812
2022-07-01,120.64842066054653,121.62920826368328,119.61187033712206,120.74002530721644,4635285
2022-07-04,124.2199281103253,124.41360735815142,123.92871098494837,124.3455137170383,4033981
2022-07-05,124.46821002666462,125.17221624933153,124.00579401310858,124.67579626013841,4607292
2022-07-06,126.22990040663011,126.57389846591879,125.71885751482596,126.29024448590077,790199
2022-07-07,125.49788506650304,126.02568467121705,124.35180251306456,125.49993351062973,1875730
2022-07-08,124.32047251818035,124.32047251818035,123.2368015363059,123.74989846844377,518213
2022-07-11,125.02840048354383,125.77004018204212,124.94179335149225,125.02565615747446,3774806
2022-07-12,124.52229732378105,124.95430883062268,124.3190026595985,124.90865513205839,2867721
2022-07-13,125.36904655619902,125.59129175352336,124.36895266412554,125.02456934001329,2259737
2022-07-14,123.01095282199284,124.46693784179317,122.23592526993856,123.40346452865273,1929215
2022-07-15,123.80926818158218,124.13656288408109,123.59985429479254,123.63123976102555,865147
2022-07-18,123.11437733688253,123.74290335283771,122.62812108313896,123.45762389953937,196581
2022-07-19,123.85225525492129,123.85225525492129,122.67588975301405,123.48191313490317,1267095
2022-07-20,124.57584596357353,125.16489228205917,123.64126361372735,124.13430462630944,3373617
2022-07-21,122.93685114777882,124.29588704231759,122.93685114777882,123.19167592556035,518991
2022-07-22,121.99890080067098,122.51509085706181,121.10633706288613,121.52171938582849,1371174
2022-07-25,123.92712028078807,124.14722516578254,123.04252933189767,123.81532130758887,2106117
2022-07-26,121.47431847366904,121.85543866355015,120.76255328453848,120.93199494317109,4355493
2022-07-27,120.59462611165186,121.08147889565683,119.60991788117458,120.12068726508699,210099
2022-07-28,122.16200804832538,122.6291484965085,121.43605214180779,122.45849514530535,4923570
2022-07-29,123.11372463853911,123.85561597356212,123.11372463853911,123.51926396811415,4580064
2022-08-01,122.22349083682685,122.95306606026993,121.14371819271328,122.15730844718311,1111464
2022-08-02,122.0606633935049,123.60807078582796,121.43493506684642,122.50549846237763,3027324
2022-08-03,121.28356234401616,121.28882676745545,120.3202567708169,120.78302306777401,2642696
2022-08-04,120.73037370682371,122.028634297548,120.73037370682371,121.13462008022556,3055445
2022-08-05,119.35963534036377,120.3916438999655,119.17699686625464,119.53215284952245,2875382
2022-08-08,118.56719276031535,119.48240723485189,117.50627869399506,118.37344955594718,1153207
2022-08-09,118.2339320416746,119.35620650545624,118.05783826088746,118.76668874958474,1737795
2022-08-10,115.3226637242383,115.86513006126918,114.93505356211891,115.77813693743936,2527907
2022-08-11,113.37430461696137,113.91712462583119,112.22857334529407,113.01367535960009,1433511
2022-08-12,112.23057909323107,112.48975230344043,111.35588650492465,112.38682611793563,770411
2022-08-15,109.57785468916738,110.48811444202748,108.72993949240838,109.53195976034573,4052149
2022-08-16,109.37306907799582,110.09018280322422,108.89062835491787,109.16317387754542,2498182
2022-08-17,109.3941633175625,110.6728958655211,109.3941633175625,109.90638645141033,4629541
2022-08-18,110.68377035181749,110.71677101491058,109.24429325745008,110.19421438436592,4238292
2022-08-19,108.26650318454949,108.76249866081719,107.92214804209189,108.67886679332537,1765387
2022-08-22,109.06697547904376,109.88847640939939,108.95212213389716,109.54309760688452,3974543
2022-08-23,110.60088140359348,110.73024104842352,110.44592775101273,110.47288399811632,4363484
2022-08-24,111.05376342056624,111.2244082957152,109.60021954440234,110.639196500634,4014037
2022-08-25,113.23046276409414,113.88551463338872,112.63039101969336,113.34161585126,4381017
2022-08-26,112.11084317807459,112.27799303514634,111.33976131137328,111.81088430168634,3714153
2022-08-29,111.28540481964022,111.85313236328575,111.26215597315016,111.52268160155009,306256
2022-08-30,111.59147332943354,111.59147332943354,110.6230641095959,111.04985830670162,3430271
2022-08-31,111.3180241673486,111.94527615189678,110.3792540801286,110.897591096855,3105715
2022-09-01,110.75174043603697,110.75174043603697,109.17143276210709,110.2104214232725,3283268
2022-09-02,107.41937836041215,108.00559108659769,107.41937836041215,107.76797755828781,3919963
2022-09-05,107.37282831617445,108.8948678524995,106.89653326556362,107.84969363488503,4645986
2022-09-06,107.32378715095227,107.7924213318272,106.88260821774378,107.04734970678783,4097582
2022-09-07,105.70352988067181,106.56544579018477,105.36777868384945,105.99627291540871,2942422
2022-09-08,105.35960897608565,106.69126569752193,104.74078728258961,105.75140214155434,4324425
2022-09-09,106.97556927343607,107.39812510494777,106.71684534743547,106.80975569318225,2101420
2022-09-12,107.80536027554561,107.89718240623952,107.57242755331187,107.8098066375824,3447967
2022-09-13,107.55672283326605,107.71099773969229,106.66520408867329,107.18029821543534,3002798
2022-09-14,109.71708702809434,109.93779839360788,108.68164122403068,109.64501520617583,4007387
2022-09-15,108.17675992389982,108.73376995867555,107.03522984764912,107.79883689756088,4201365
2022-09-16,109.75650647559726,109.75650647559726,108.51545688768827,109.47983272135055,4372033
2022-09-19,110.75151974055774,110.75151974055774,110.02190073464539,110.39184461952989,3743190
2022-09-20,110.74231059366353,110.74231059366353,110.4161923454275,110.73404127027885,3122941
2022-09-21,111.75542810871062,111.89827564916664,110.90071018339873,111.60831325456596,2745928
2022-09-22,112.15137470689241,113.18467603415279,111.7218565850937,112.1051127623344,3199847
2022-09-23,110.80884386571609,112.29373257988412,110.48577586071758,111.2510559907871,432401
2022-09-26,110.95796806770029,111.2503379649323,110.178478662836,110.8668682518747,324135
2022-09-27,111.74339267359221,112.29434830770495,110.38305469573756,111.21679342485271,737422
2022-09-28,111.27825807738586,111.73647355710163,110.48331024666332,110.97816488738341,1440770
2022-09-29,106.39196738203918,106.95115686897502,106.29635136191374,106.47056256482658,3994566
2022-09-30,108.06504646631733,109.34051682171867,108.06504646631733,108.3106305022293,2218440
2022-10-03,110.94036843339619,111.73844692164666,110.58804773650283,111.02949478786579,1443654
2022-10-04,112.69422785888416,113.24018446203635,112.69422785888416,112.99937747312207,3293167
2022-10-05,113.16446292420949,113.28719712488451,111.66196245928903,112.75363575035891,1009075
2022-10-06,114.58604862604938,115.06136366241662,113.4772370228135,114.19233261539604,743099
2022-10-07,115.12761217843757,115.35209017213627,113.73193939599878,114.64513061362464,2459459
2022-10-10,114.85561928441821,115.16619725164112,114.37070496271085,114.93572270780025,414623
2022-10-11,113.4777843772784,114.64768047734566,113.38752516441961,113.7405325092053,2330578
2022-10-12,113.61589929473641,114.32055207133868,113.30725498873039,113.6386965414749,3505411
2022-10-13,112.55284609760459,112.55284609760459,111.69942989362363,112.23874486019184,614157
2022-10-14,114.79753365075726,115.20674323774804,114.55438445815307,114.56557848602185,1699660
2022-10-17,114.06049442202224,114.93410317643372,114.06049442202224,114.53252131172194,485034
2022-10-18,114.99514106745212,115.69657239627637,114.54794977404916,114.77767757605616,920664
2022-10-19,114.1320368027142,114.78175490422406,113.94053753259016,113.97653832705339,4687440
2022-10-20,115.5973993013005,115.99256860821953,114.24680212704503,115.17015359170433,1763305
2022-10-21,115.39353728559644,116.91701506555584,115.24555002761467,115.88010062411159,4104759
2022-10-24,116.69781931449883,116.69781931449883,116.35791700505452,116.42818384035454,1310805
2022-10-25,118.74667313100252,118.74667313100252,117.15231255949702,118.30682778713343,1750789
2022-10-26,118.87060858329565,119.53292932912198,118.0178184286018,118.87275338482667,1219428
2022-10-27,122.12740160196644,122.34076189266744,121.3077447144949,121.55028914055744,3433118
2022-10-28,122.63495224649064,123.26574838016015,121.83637414120469,122.35699499915707,1795081
2022-10-31,122.80981710096435,122.80981710096435,121.15420933310786,122.21384183443367,2935509
2022-11-01,122.52051520338578,123.16413626183461,121.54992488566604,122.06469725832915,1456456
2022-11-02,125.59882023408613,125.59882023408613,124.30379825347117,125.08302369278803,3194645
2022-11-03,126.40155950561436,126.40155950561436,125.58760688432648,125.886642199843,4859835
2022-11-04,125.66456058124758,125.83723099782645,124.91121202262309,125.22079674378898,4366674
2022-11-07,122.06624585490911,122.15231169348368,121.47595437101006,121.95288960567115,4850120
2022-11-08,122.39891162728573,122.60477409313484,121.26212672693214,122.20736787505464,741280
2022-11-09,117.98523047965271,118.6917438835417,117.87471347552426,118.49059672880917,1751315
2022-11-10,117.84641193881946,118.22121839663482,117.20012862681183,117.92791484106012,3563208
2022-11-11,118.64757657876936,119.67952600632002,117.72153338915037,118.67768406789779,2968236
2022-11-14,120.93588742565542,121.42843081332931,120.93588742565542,121.29268050694863,379725
2022-11-15,121.61213218876718,121.61213218876718,120.4725727266834,121.08676695740677,303707
2022-11-16,120.76615467446183,121.3412085398746,120.17537925361756,120.18131618772395,4763877
2022-11-17,119.9658496068105,120.53350012096311,119.147257994113,119.94714261616808,784291
2022-11-18,120.42518895268928,121.50718100625775,120.4133846097146,120.65693479782975,3399818
2022-11-21,121.24103780237651,122.36241106906472,121.09437487948999,121.30927400296639,3493867
2022-11-22,120.45539526430713,120.74157018754897,119.32598115741365,119.92220409260476,3127451
2022-11-23,119.4639755416576,119.77155764560104,118.14663437630655,118.95135622372362,1156808
2022-11-24,118.94447816680936,119.84628339818761,118.94393349389942,119.07085472616566,3323441
2022-11-25,121.80646112130104,122.15218352804779,120.56651992144138,121.4634659250945,4404726
2022-11-28,120.91485262967285,121.93297580124779,120.14585939400628,121.12435760159316,3835197
2022-11-29,123.30490391659058,124.44893144799504,123.30490391659058,123.77499012078523,1690470
2022-11-30,123.30720494119961,124.29381703978005,122.95574644900032,123.43536455782231,2298598
2022-12-01,121.54752041328287,122.80513453552604,121.25283637374457,122.06851380600217,3135502
2022-12-02,121.04599533954945,122.23797357503287,120.56260101631239,121.19168497813355,2447991
2022-12-05,120.31497087383514,121.13556668860936,119.79417153656695,120.4368255046568,3078734
2022-12-06,117.76321234035878,118.23882647897602,116.27403579147196,117.39578029019597,189339
2022-12-07,117.66066021061371,117.66066021061371,116.06555659097494,117.16034506438622,1822951
2022-12-08,117.44331800098362,117.76152255345583,117.12530155749164,117.45991302035466,1605720
2022-12-09,113.75697000821239,114.44536941000786,113.32180896631385,113.63159596934284,2126390
2022-12-12,113.57621006053255,114.71556924383056,113.57621006053255,113.9395069194823,2673300
2022-12-13,113.94733188265964,115.32530607978244,113.67306706994388,114.22539901432613,4049363
2022-12-14,112.29149260847817,113.52078943577183,111.73330787517214,112.80655319247347,3047897
2022-12-15,111.92957753898973,112.93865867404453,111.79142428393578,112.25281531303189,4215320
2022-12-16,112.92021774890058,113.35384500238943,112.20331270564208,113.08597761509081,1446549
2022-12-19,116.18201300031228,117.3815924113742,116.12683224466271,116.6538365743124,2974381
2022-12-20,116.20189502656709,116.92751100671452,115.67603311993076,115.92729370455666,569001
2022-12-21,116.7419345046097,116.95809762609177,116.23130627010318,116.68744448707206,3012934
2022-12-22,119.62682242875859,119.62682242875859,118.21858992361528,119.04613263140678,2081161
2022-12-23,120.96522522904458,120.96522522904458,120.24856049640267,120.37388132219732,3649260
2022-12-26,121.91542139282099,122.28842120651878,121.91542139282099,122.19137758548143,4481535
2022-12-27,120.95609456391851,121.21583437055432,120.50299390512978,121.1317400618182,431301
2022-12-28,119.34788747316634,120.31275862549016,118.61338478699346,119.66654502456196,3289299
2022-12-29,118.04288631719395,119.014682751161,117.0632253384345,117.84315753757411,2833138
2022-12-30,115.48311895264963,115.59279301026828,114.87373066313349,115.52331458262822,4792363
